epoch,train_loss,best_threshold,char_f1,char_prec,char_rec,token_f1,token_prec,token_rec,token_auroc,token_pr_auc,gold_pos_rate,pred_pos_rate,epoch_time_sec
1,0.5721989162533833,0.2,0.0,0.0,0.0,0.38641996858090416,0.2627655786350148,0.7299043850972634,0.6994704288258231,0.29962356622354314,0.1748993737529842,0.48583159375828944,929.493824005127
2,0.5283697806179809,0.12,0.0,0.0,0.0,0.3995626224429359,0.30522395851459994,0.5783053082756346,0.7175991866162824,0.3410261840305644,0.1748993737529842,0.3313803960464553,928.267186164856
