threshold,token_precision,token_recall,token_f1,char_precision,char_recall,char_f1,gc_tot,pc_tot,ov_tot,ans_precision,ans_recall,ans_f1,TP,FP,FN,TN,gold_positive_rate,predicted_positive_rate,cat_A,cat_B,cat_C,cat_D,gate_model,gate_threshold,token_threshold
0.09,0.2528,0.7979,0.3839,0.2557,0.7948,0.387,62074.0,192928.0,49339.0,0.401,0.8647,0.5479,12100.0,35773.0,3065.0,35769.0,0.1749,0.5521,326,51,487,392,LR,0.09,0.15
0.09,0.2558,0.7722,0.3843,0.2591,0.7715,0.3879,62074.0,184839.0,47889.0,0.4005,0.8488,0.5442,11711.0,34074.0,3454.0,37468.0,0.1749,0.528,320,57,479,400,LR,0.09,0.17
0.09,0.2603,0.7449,0.3858,0.2632,0.7448,0.389,62074.0,175637.0,46234.0,0.4065,0.8302,0.5458,11297.0,32103.0,3868.0,39439.0,0.1749,0.5005,313,64,457,422,LR,0.09,0.19
0.09,0.265,0.7099,0.3859,0.2675,0.7126,0.389,62074.0,165359.0,44231.0,0.4083,0.809,0.5427,10766.0,29865.0,4399.0,41677.0,0.1749,0.4686,305,72,442,437,LR,0.09,0.21
0.09,0.2692,0.6658,0.3834,0.2712,0.671,0.3863,62074.0,153593.0,41654.0,0.4086,0.7772,0.5356,10097.0,27414.0,5068.0,44128.0,0.1749,0.4326,293,84,424,455,LR,0.09,0.23
0.09,0.2748,0.6164,0.3802,0.277,0.6261,0.3841,62074.0,140300.0,38867.0,0.4132,0.7454,0.5317,9348.0,24664.0,5817.0,46878.0,0.1749,0.3923,281,96,399,480,LR,0.09,0.25
0.09,0.2811,0.5623,0.3748,0.2824,0.5744,0.3786,62074.0,126286.0,35658.0,0.4228,0.7268,0.5346,8527.0,21805.0,6638.0,49737.0,0.1749,0.3498,274,103,374,505,LR,0.09,0.27
0.09,0.2891,0.5073,0.3683,0.29,0.5223,0.373,62074.0,111779.0,32420.0,0.4316,0.695,0.5325,7693.0,18921.0,7472.0,52621.0,0.1749,0.3069,262,115,345,534,LR,0.09,0.29
0.09,0.2973,0.4464,0.3569,0.2976,0.4632,0.3623,62074.0,96613.0,28750.0,0.4406,0.6499,0.5252,6770.0,16000.0,8395.0,55542.0,0.1749,0.2626,245,132,311,568,LR,0.09,0.31
0.09,0.305,0.3854,0.3405,0.3042,0.403,0.3467,62074.0,82230.0,25016.0,0.4573,0.5968,0.5178,5844.0,13317.0,9321.0,58225.0,0.1749,0.221,225,152,267,612,LR,0.09,0.33
0.09,0.3154,0.3245,0.3199,0.3143,0.3439,0.3284,62074.0,67929.0,21348.0,0.4743,0.5385,0.5043,4921.0,10681.0,10244.0,60861.0,0.1749,0.1799,203,174,225,654,LR,0.09,0.35
0.09,0.3262,0.266,0.2931,0.3243,0.2853,0.3035,62074.0,54612.0,17709.0,0.4974,0.4987,0.498,4034.0,8331.0,11131.0,63211.0,0.1749,0.1426,188,189,190,689,LR,0.09,0.37
0.09,0.3427,0.2134,0.263,0.3389,0.2299,0.274,62074.0,42105.0,14271.0,0.5174,0.435,0.4726,3236.0,6208.0,11929.0,65334.0,0.1749,0.1089,164,213,153,726,LR,0.09,0.39
0.11,0.2258,0.93,0.3633,0.2283,0.9257,0.3662,62074.0,251729.0,57461.0,0.3633,0.9655,0.5279,14104.0,48371.0,1061.0,23171.0,0.1749,0.7205,364,13,638,241,LR,0.11,0.05
0.11,0.2357,0.8965,0.3733,0.2383,0.8917,0.3761,62074.0,232278.0,55353.0,0.3777,0.9416,0.5391,13596.0,44089.0,1569.0,27453.0,0.1749,0.6653,355,22,585,294,LR,0.11,0.07
0.11,0.2419,0.869,0.3785,0.2448,0.8643,0.3815,62074.0,219163.0,53651.0,0.3888,0.9231,0.5472,13179.0,41298.0,1986.0,30244.0,0.1749,0.6283,348,29,547,332,LR,0.11,0.09
0.11,0.2467,0.846,0.382,0.2499,0.8417,0.3853,62074.0,209096.0,52245.0,0.3924,0.8992,0.5463,12830.0,39174.0,2335.0,32368.0,0.1749,0.5998,339,38,525,354,LR,0.11,0.11
0.11,0.2499,0.8214,0.3832,0.2529,0.8177,0.3864,62074.0,200676.0,50760.0,0.3971,0.8859,0.5484,12457.0,37392.0,2708.0,34150.0,0.1749,0.5749,334,43,507,372,LR,0.11,0.13
0.11,0.2528,0.7979,0.3839,0.2557,0.7948,0.387,62074.0,192928.0,49339.0,0.401,0.8647,0.5479,12100.0,35773.0,3065.0,35769.0,0.1749,0.5521,326,51,487,392,LR,0.11,0.15
0.11,0.2558,0.7722,0.3843,0.2591,0.7715,0.3879,62074.0,184839.0,47889.0,0.4005,0.8488,0.5442,11711.0,34074.0,3454.0,37468.0,0.1749,0.528,320,57,479,400,LR,0.11,0.17
0.11,0.2603,0.7449,0.3858,0.2632,0.7448,0.389,62074.0,175637.0,46234.0,0.4065,0.8302,0.5458,11297.0,32103.0,3868.0,39439.0,0.1749,0.5005,313,64,457,422,LR,0.11,0.19
0.11,0.265,0.7099,0.3859,0.2675,0.7126,0.389,62074.0,165359.0,44231.0,0.4083,0.809,0.5427,10766.0,29865.0,4399.0,41677.0,0.1749,0.4686,305,72,442,437,LR,0.11,0.21
0.11,0.2692,0.6658,0.3834,0.2712,0.671,0.3863,62074.0,153593.0,41654.0,0.4086,0.7772,0.5356,10097.0,27414.0,5068.0,44128.0,0.1749,0.4326,293,84,424,455,LR,0.11,0.23
0.11,0.2748,0.6164,0.3802,0.277,0.6261,0.3841,62074.0,140300.0,38867.0,0.4132,0.7454,0.5317,9348.0,24664.0,5817.0,46878.0,0.1749,0.3923,281,96,399,480,LR,0.11,0.25
0.11,0.2811,0.5623,0.3748,0.2824,0.5744,0.3786,62074.0,126286.0,35658.0,0.4228,0.7268,0.5346,8527.0,21805.0,6638.0,49737.0,0.1749,0.3498,274,103,374,505,LR,0.11,0.27
0.11,0.2891,0.5073,0.3683,0.29,0.5223,0.373,62074.0,111779.0,32420.0,0.4316,0.695,0.5325,7693.0,18921.0,7472.0,52621.0,0.1749,0.3069,262,115,345,534,LR,0.11,0.29
0.11,0.2973,0.4464,0.3569,0.2976,0.4632,0.3623,62074.0,96613.0,28750.0,0.4406,0.6499,0.5252,6770.0,16000.0,8395.0,55542.0,0.1749,0.2626,245,132,311,568,LR,0.11,0.31
0.11,0.305,0.3854,0.3405,0.3042,0.403,0.3467,62074.0,82230.0,25016.0,0.4573,0.5968,0.5178,5844.0,13317.0,9321.0,58225.0,0.1749,0.221,225,152,267,612,LR,0.11,0.33
0.11,0.3154,0.3245,0.3199,0.3143,0.3439,0.3284,62074.0,67929.0,21348.0,0.4743,0.5385,0.5043,4921.0,10681.0,10244.0,60861.0,0.1749,0.1799,203,174,225,654,LR,0.11,0.35
0.11,0.3262,0.266,0.2931,0.3243,0.2853,0.3035,62074.0,54612.0,17709.0,0.4974,0.4987,0.498,4034.0,8331.0,11131.0,63211.0,0.1749,0.1426,188,189,190,689,LR,0.11,0.37
0.11,0.3427,0.2134,0.263,0.3389,0.2299,0.274,62074.0,42105.0,14271.0,0.5174,0.435,0.4726,3236.0,6208.0,11929.0,65334.0,0.1749,0.1089,164,213,153,726,LR,0.11,0.39
0.13,0.2258,0.93,0.3633,0.2283,0.9257,0.3662,62074.0,251729.0,57461.0,0.3633,0.9655,0.5279,14104.0,48371.0,1061.0,23171.0,0.1749,0.7205,364,13,638,241,LR,0.13,0.05
0.13,0.2357,0.8965,0.3733,0.2383,0.8917,0.3761,62074.0,232278.0,55353.0,0.3777,0.9416,0.5391,13596.0,44089.0,1569.0,27453.0,0.1749,0.6653,355,22,585,294,LR,0.13,0.07
0.13,0.2419,0.869,0.3785,0.2448,0.8643,0.3815,62074.0,219163.0,53651.0,0.3888,0.9231,0.5472,13179.0,41298.0,1986.0,30244.0,0.1749,0.6283,348,29,547,332,LR,0.13,0.09
0.13,0.2467,0.846,0.382,0.2499,0.8417,0.3853,62074.0,209096.0,52245.0,0.3924,0.8992,0.5463,12830.0,39174.0,2335.0,32368.0,0.1749,0.5998,339,38,525,354,LR,0.13,0.11
0.13,0.2499,0.8214,0.3832,0.2529,0.8177,0.3864,62074.0,200676.0,50760.0,0.3971,0.8859,0.5484,12457.0,37392.0,2708.0,34150.0,0.1749,0.5749,334,43,507,372,LR,0.13,0.13
0.13,0.2528,0.7979,0.3839,0.2557,0.7948,0.387,62074.0,192928.0,49339.0,0.401,0.8647,0.5479,12100.0,35773.0,3065.0,35769.0,0.1749,0.5521,326,51,487,392,LR,0.13,0.15
0.13,0.2558,0.7722,0.3843,0.2591,0.7715,0.3879,62074.0,184839.0,47889.0,0.4005,0.8488,0.5442,11711.0,34074.0,3454.0,37468.0,0.1749,0.528,320,57,479,400,LR,0.13,0.17
0.13,0.2603,0.7449,0.3858,0.2632,0.7448,0.389,62074.0,175637.0,46234.0,0.4065,0.8302,0.5458,11297.0,32103.0,3868.0,39439.0,0.1749,0.5005,313,64,457,422,LR,0.13,0.19
0.13,0.265,0.7099,0.3859,0.2675,0.7126,0.389,62074.0,165359.0,44231.0,0.4083,0.809,0.5427,10766.0,29865.0,4399.0,41677.0,0.1749,0.4686,305,72,442,437,LR,0.13,0.21
0.13,0.2692,0.6658,0.3834,0.2712,0.671,0.3863,62074.0,153593.0,41654.0,0.4086,0.7772,0.5356,10097.0,27414.0,5068.0,44128.0,0.1749,0.4326,293,84,424,455,LR,0.13,0.23
0.13,0.2748,0.6164,0.3802,0.277,0.6261,0.3841,62074.0,140300.0,38867.0,0.4132,0.7454,0.5317,9348.0,24664.0,5817.0,46878.0,0.1749,0.3923,281,96,399,480,LR,0.13,0.25
0.13,0.2811,0.5623,0.3748,0.2824,0.5744,0.3786,62074.0,126286.0,35658.0,0.4228,0.7268,0.5346,8527.0,21805.0,6638.0,49737.0,0.1749,0.3498,274,103,374,505,LR,0.13,0.27
0.13,0.2891,0.5073,0.3683,0.29,0.5223,0.373,62074.0,111779.0,32420.0,0.4316,0.695,0.5325,7693.0,18921.0,7472.0,52621.0,0.1749,0.3069,262,115,345,534,LR,0.13,0.29
0.13,0.2973,0.4464,0.3569,0.2976,0.4632,0.3623,62074.0,96613.0,28750.0,0.4406,0.6499,0.5252,6770.0,16000.0,8395.0,55542.0,0.1749,0.2626,245,132,311,568,LR,0.13,0.31
0.13,0.305,0.3854,0.3405,0.3042,0.403,0.3467,62074.0,82230.0,25016.0,0.4573,0.5968,0.5178,5844.0,13317.0,9321.0,58225.0,0.1749,0.221,225,152,267,612,LR,0.13,0.33
0.13,0.3154,0.3245,0.3199,0.3143,0.3439,0.3284,62074.0,67929.0,21348.0,0.4743,0.5385,0.5043,4921.0,10681.0,10244.0,60861.0,0.1749,0.1799,203,174,225,654,LR,0.13,0.35
0.13,0.3262,0.266,0.2931,0.3243,0.2853,0.3035,62074.0,54612.0,17709.0,0.4974,0.4987,0.498,4034.0,8331.0,11131.0,63211.0,0.1749,0.1426,188,189,190,689,LR,0.13,0.37
0.13,0.3427,0.2134,0.263,0.3389,0.2299,0.274,62074.0,42105.0,14271.0,0.5174,0.435,0.4726,3236.0,6208.0,11929.0,65334.0,0.1749,0.1089,164,213,153,726,LR,0.13,0.39
0.15,0.2258,0.93,0.3633,0.2283,0.9257,0.3662,62074.0,251729.0,57461.0,0.3633,0.9655,0.5279,14104.0,48371.0,1061.0,23171.0,0.1749,0.7205,364,13,638,241,LR,0.15,0.05
0.15,0.2357,0.8965,0.3733,0.2383,0.8917,0.3761,62074.0,232278.0,55353.0,0.3777,0.9416,0.5391,13596.0,44089.0,1569.0,27453.0,0.1749,0.6653,355,22,585,294,LR,0.15,0.07
0.15,0.2419,0.869,0.3785,0.2448,0.8643,0.3815,62074.0,219163.0,53651.0,0.3888,0.9231,0.5472,13179.0,41298.0,1986.0,30244.0,0.1749,0.6283,348,29,547,332,LR,0.15,0.09
0.15,0.2467,0.846,0.382,0.2499,0.8417,0.3853,62074.0,209096.0,52245.0,0.3924,0.8992,0.5463,12830.0,39174.0,2335.0,32368.0,0.1749,0.5998,339,38,525,354,LR,0.15,0.11
0.15,0.2499,0.8214,0.3832,0.2529,0.8177,0.3864,62074.0,200676.0,50760.0,0.3971,0.8859,0.5484,12457.0,37392.0,2708.0,34150.0,0.1749,0.5749,334,43,507,372,LR,0.15,0.13
0.15,0.2528,0.7979,0.3839,0.2557,0.7948,0.387,62074.0,192928.0,49339.0,0.401,0.8647,0.5479,12100.0,35773.0,3065.0,35769.0,0.1749,0.5521,326,51,487,392,LR,0.15,0.15
0.15,0.2558,0.7722,0.3843,0.2591,0.7715,0.3879,62074.0,184839.0,47889.0,0.4005,0.8488,0.5442,11711.0,34074.0,3454.0,37468.0,0.1749,0.528,320,57,479,400,LR,0.15,0.17
0.15,0.2603,0.7449,0.3858,0.2632,0.7448,0.389,62074.0,175637.0,46234.0,0.4065,0.8302,0.5458,11297.0,32103.0,3868.0,39439.0,0.1749,0.5005,313,64,457,422,LR,0.15,0.19
0.15,0.265,0.7099,0.3859,0.2675,0.7126,0.389,62074.0,165359.0,44231.0,0.4083,0.809,0.5427,10766.0,29865.0,4399.0,41677.0,0.1749,0.4686,305,72,442,437,LR,0.15,0.21
0.15,0.2692,0.6658,0.3834,0.2712,0.671,0.3863,62074.0,153593.0,41654.0,0.4086,0.7772,0.5356,10097.0,27414.0,5068.0,44128.0,0.1749,0.4326,293,84,424,455,LR,0.15,0.23
0.15,0.2748,0.6164,0.3802,0.277,0.6261,0.3841,62074.0,140300.0,38867.0,0.4132,0.7454,0.5317,9348.0,24664.0,5817.0,46878.0,0.1749,0.3923,281,96,399,480,LR,0.15,0.25
0.15,0.2811,0.5623,0.3748,0.2824,0.5744,0.3786,62074.0,126286.0,35658.0,0.4228,0.7268,0.5346,8527.0,21805.0,6638.0,49737.0,0.1749,0.3498,274,103,374,505,LR,0.15,0.27
0.15,0.2891,0.5073,0.3683,0.29,0.5223,0.373,62074.0,111779.0,32420.0,0.4316,0.695,0.5325,7693.0,18921.0,7472.0,52621.0,0.1749,0.3069,262,115,345,534,LR,0.15,0.29
0.15,0.2973,0.4464,0.3569,0.2976,0.4632,0.3623,62074.0,96613.0,28750.0,0.4406,0.6499,0.5252,6770.0,16000.0,8395.0,55542.0,0.1749,0.2626,245,132,311,568,LR,0.15,0.31
0.15,0.305,0.3854,0.3405,0.3042,0.403,0.3467,62074.0,82230.0,25016.0,0.4573,0.5968,0.5178,5844.0,13317.0,9321.0,58225.0,0.1749,0.221,225,152,267,612,LR,0.15,0.33
0.15,0.3154,0.3245,0.3199,0.3143,0.3439,0.3284,62074.0,67929.0,21348.0,0.4743,0.5385,0.5043,4921.0,10681.0,10244.0,60861.0,0.1749,0.1799,203,174,225,654,LR,0.15,0.35
0.15,0.3262,0.266,0.2931,0.3243,0.2853,0.3035,62074.0,54612.0,17709.0,0.4974,0.4987,0.498,4034.0,8331.0,11131.0,63211.0,0.1749,0.1426,188,189,190,689,LR,0.15,0.37
0.15,0.3427,0.2134,0.263,0.3389,0.2299,0.274,62074.0,42105.0,14271.0,0.5174,0.435,0.4726,3236.0,6208.0,11929.0,65334.0,0.1749,0.1089,164,213,153,726,LR,0.15,0.39
0.17,0.2258,0.93,0.3633,0.2283,0.9257,0.3662,62074.0,251729.0,57461.0,0.3633,0.9655,0.5279,14104.0,48371.0,1061.0,23171.0,0.1749,0.7205,364,13,638,241,LR,0.17,0.05
0.17,0.2357,0.8965,0.3733,0.2383,0.8917,0.3761,62074.0,232278.0,55353.0,0.3777,0.9416,0.5391,13596.0,44089.0,1569.0,27453.0,0.1749,0.6653,355,22,585,294,LR,0.17,0.07
0.17,0.2419,0.869,0.3785,0.2448,0.8643,0.3815,62074.0,219163.0,53651.0,0.3888,0.9231,0.5472,13179.0,41298.0,1986.0,30244.0,0.1749,0.6283,348,29,547,332,LR,0.17,0.09
0.17,0.2467,0.846,0.382,0.2499,0.8417,0.3853,62074.0,209096.0,52245.0,0.3924,0.8992,0.5463,12830.0,39174.0,2335.0,32368.0,0.1749,0.5998,339,38,525,354,LR,0.17,0.11
0.17,0.2499,0.8214,0.3832,0.2529,0.8177,0.3864,62074.0,200676.0,50760.0,0.3971,0.8859,0.5484,12457.0,37392.0,2708.0,34150.0,0.1749,0.5749,334,43,507,372,LR,0.17,0.13
0.17,0.2528,0.7979,0.3839,0.2557,0.7948,0.387,62074.0,192928.0,49339.0,0.401,0.8647,0.5479,12100.0,35773.0,3065.0,35769.0,0.1749,0.5521,326,51,487,392,LR,0.17,0.15
0.17,0.2558,0.7722,0.3843,0.2591,0.7715,0.3879,62074.0,184839.0,47889.0,0.4005,0.8488,0.5442,11711.0,34074.0,3454.0,37468.0,0.1749,0.528,320,57,479,400,LR,0.17,0.17
0.17,0.2603,0.7449,0.3858,0.2632,0.7448,0.389,62074.0,175637.0,46234.0,0.4065,0.8302,0.5458,11297.0,32103.0,3868.0,39439.0,0.1749,0.5005,313,64,457,422,LR,0.17,0.19
0.17,0.265,0.7099,0.3859,0.2675,0.7126,0.389,62074.0,165359.0,44231.0,0.4083,0.809,0.5427,10766.0,29865.0,4399.0,41677.0,0.1749,0.4686,305,72,442,437,LR,0.17,0.21
0.17,0.2692,0.6658,0.3834,0.2712,0.671,0.3863,62074.0,153593.0,41654.0,0.4086,0.7772,0.5356,10097.0,27414.0,5068.0,44128.0,0.1749,0.4326,293,84,424,455,LR,0.17,0.23
0.17,0.2748,0.6164,0.3802,0.277,0.6261,0.3841,62074.0,140300.0,38867.0,0.4132,0.7454,0.5317,9348.0,24664.0,5817.0,46878.0,0.1749,0.3923,281,96,399,480,LR,0.17,0.25
0.17,0.2811,0.5623,0.3748,0.2824,0.5744,0.3786,62074.0,126286.0,35658.0,0.4228,0.7268,0.5346,8527.0,21805.0,6638.0,49737.0,0.1749,0.3498,274,103,374,505,LR,0.17,0.27
0.17,0.2891,0.5073,0.3683,0.29,0.5223,0.373,62074.0,111779.0,32420.0,0.4316,0.695,0.5325,7693.0,18921.0,7472.0,52621.0,0.1749,0.3069,262,115,345,534,LR,0.17,0.29
0.17,0.2973,0.4464,0.3569,0.2976,0.4632,0.3623,62074.0,96613.0,28750.0,0.4406,0.6499,0.5252,6770.0,16000.0,8395.0,55542.0,0.1749,0.2626,245,132,311,568,LR,0.17,0.31
0.17,0.305,0.3854,0.3405,0.3042,0.403,0.3467,62074.0,82230.0,25016.0,0.4573,0.5968,0.5178,5844.0,13317.0,9321.0,58225.0,0.1749,0.221,225,152,267,612,LR,0.17,0.33
0.17,0.3154,0.3245,0.3199,0.3143,0.3439,0.3284,62074.0,67929.0,21348.0,0.4743,0.5385,0.5043,4921.0,10681.0,10244.0,60861.0,0.1749,0.1799,203,174,225,654,LR,0.17,0.35
0.17,0.3262,0.266,0.2931,0.3243,0.2853,0.3035,62074.0,54612.0,17709.0,0.4974,0.4987,0.498,4034.0,8331.0,11131.0,63211.0,0.1749,0.1426,188,189,190,689,LR,0.17,0.37
0.17,0.3427,0.2134,0.263,0.3389,0.2299,0.274,62074.0,42105.0,14271.0,0.5174,0.435,0.4726,3236.0,6208.0,11929.0,65334.0,0.1749,0.1089,164,213,153,726,LR,0.17,0.39
0.19,0.2259,0.93,0.3635,0.2284,0.9257,0.3664,62074.0,251595.0,57461.0,0.364,0.9655,0.5287,14104.0,48337.0,1061.0,23205.0,0.1749,0.7201,364,13,636,243,LR,0.19,0.05
0.19,0.2358,0.8965,0.3734,0.2384,0.8917,0.3763,62074.0,232144.0,55353.0,0.3785,0.9416,0.5399,13596.0,44055.0,1569.0,27487.0,0.1749,0.6649,355,22,583,296,LR,0.19,0.07
0.19,0.2421,0.869,0.3787,0.2449,0.8643,0.3817,62074.0,219029.0,53651.0,0.3897,0.9231,0.548,13179.0,41264.0,1986.0,30278.0,0.1749,0.6279,348,29,545,334,LR,0.19,0.09
0.19,0.2469,0.846,0.3822,0.25,0.8417,0.3855,62074.0,208962.0,52245.0,0.3933,0.8992,0.5472,12830.0,39140.0,2335.0,32402.0,0.1749,0.5994,339,38,523,356,LR,0.19,0.11
0.19,0.2501,0.8214,0.3834,0.2531,0.8177,0.3866,62074.0,200542.0,50760.0,0.3981,0.8859,0.5493,12457.0,37358.0,2708.0,34184.0,0.1749,0.5745,334,43,505,374,LR,0.19,0.13
0.19,0.2529,0.7979,0.3841,0.2559,0.7948,0.3872,62074.0,192794.0,49339.0,0.402,0.8647,0.5488,12100.0,35739.0,3065.0,35803.0,0.1749,0.5517,326,51,485,394,LR,0.19,0.15
0.19,0.2559,0.7722,0.3844,0.2592,0.7715,0.3881,62074.0,184728.0,47889.0,0.4015,0.8488,0.5451,11711.0,34048.0,3454.0,37494.0,0.1749,0.5277,320,57,477,402,LR,0.19,0.17
0.19,0.2604,0.7449,0.3859,0.2634,0.7448,0.3891,62074.0,175547.0,46234.0,0.4076,0.8302,0.5467,11297.0,32085.0,3868.0,39457.0,0.1749,0.5003,313,64,455,424,LR,0.19,0.19
0.19,0.265,0.7099,0.386,0.2676,0.7126,0.389,62074.0,165306.0,44231.0,0.4094,0.809,0.5437,10766.0,29855.0,4399.0,41687.0,0.1749,0.4685,305,72,440,439,LR,0.19,0.21
0.19,0.2692,0.6658,0.3834,0.2713,0.671,0.3863,62074.0,153560.0,41654.0,0.4098,0.7772,0.5366,10097.0,27409.0,5068.0,44133.0,0.1749,0.4326,293,84,422,457,LR,0.19,0.23
0.19,0.2748,0.6164,0.3802,0.277,0.6261,0.3841,62074.0,140300.0,38867.0,0.4132,0.7454,0.5317,9348.0,24664.0,5817.0,46878.0,0.1749,0.3923,281,96,399,480,LR,0.19,0.25
0.19,0.2811,0.5623,0.3748,0.2824,0.5744,0.3786,62074.0,126286.0,35658.0,0.4228,0.7268,0.5346,8527.0,21805.0,6638.0,49737.0,0.1749,0.3498,274,103,374,505,LR,0.19,0.27
0.19,0.2891,0.5073,0.3683,0.29,0.5223,0.373,62074.0,111779.0,32420.0,0.4316,0.695,0.5325,7693.0,18921.0,7472.0,52621.0,0.1749,0.3069,262,115,345,534,LR,0.19,0.29
0.19,0.2973,0.4464,0.3569,0.2976,0.4632,0.3623,62074.0,96613.0,28750.0,0.4406,0.6499,0.5252,6770.0,16000.0,8395.0,55542.0,0.1749,0.2626,245,132,311,568,LR,0.19,0.31
0.19,0.305,0.3854,0.3405,0.3042,0.403,0.3467,62074.0,82230.0,25016.0,0.4573,0.5968,0.5178,5844.0,13317.0,9321.0,58225.0,0.1749,0.221,225,152,267,612,LR,0.19,0.33
0.19,0.3154,0.3245,0.3199,0.3143,0.3439,0.3284,62074.0,67929.0,21348.0,0.4743,0.5385,0.5043,4921.0,10681.0,10244.0,60861.0,0.1749,0.1799,203,174,225,654,LR,0.19,0.35
0.19,0.3262,0.266,0.2931,0.3243,0.2853,0.3035,62074.0,54612.0,17709.0,0.4974,0.4987,0.498,4034.0,8331.0,11131.0,63211.0,0.1749,0.1426,188,189,190,689,LR,0.19,0.37
0.19,0.3427,0.2134,0.263,0.3389,0.2299,0.274,62074.0,42105.0,14271.0,0.5174,0.435,0.4726,3236.0,6208.0,11929.0,65334.0,0.1749,0.1089,164,213,153,726,LR,0.19,0.39
0.21,0.2263,0.929,0.364,0.2288,0.9246,0.3668,62074.0,250855.0,57393.0,0.3667,0.9629,0.5311,14088.0,48156.0,1077.0,23386.0,0.1749,0.7179,363,14,627,252,LR,0.21,0.05
0.21,0.2364,0.8955,0.374,0.2389,0.8906,0.3768,62074.0,231404.0,55285.0,0.3815,0.939,0.5425,13580.0,43874.0,1585.0,27668.0,0.1749,0.6626,354,23,574,305,LR,0.21,0.07
0.21,0.2427,0.868,0.3793,0.2455,0.8632,0.3822,62074.0,218289.0,53583.0,0.393,0.9204,0.5508,13163.0,41083.0,2002.0,30459.0,0.1749,0.6256,347,30,536,343,LR,0.21,0.09
0.21,0.2475,0.845,0.3829,0.2506,0.8406,0.3861,62074.0,208222.0,52177.0,0.3967,0.8966,0.55,12814.0,38959.0,2351.0,32583.0,0.1749,0.5971,338,39,514,365,LR,0.21,0.11
0.21,0.2507,0.8204,0.3841,0.2537,0.8166,0.3871,62074.0,199805.0,50692.0,0.4017,0.8833,0.5522,12441.0,37178.0,2724.0,34364.0,0.1749,0.5723,333,44,496,383,LR,0.21,0.13
0.21,0.2536,0.7968,0.3847,0.2565,0.7937,0.3877,62074.0,192083.0,49271.0,0.4057,0.8621,0.5518,12084.0,35567.0,3081.0,35975.0,0.1749,0.5496,325,52,476,403,LR,0.21,0.15
0.21,0.2565,0.7712,0.3849,0.2597,0.7704,0.3885,62074.0,184118.0,47821.0,0.4053,0.8462,0.5481,11695.0,33907.0,3470.0,37635.0,0.1749,0.5259,319,58,468,411,LR,0.21,0.17
0.21,0.2608,0.744,0.3862,0.2637,0.7438,0.3893,62074.0,175092.0,46168.0,0.4111,0.8276,0.5493,11283.0,31986.0,3882.0,39556.0,0.1749,0.499,312,65,447,432,LR,0.21,0.19
0.21,0.2652,0.7091,0.386,0.2677,0.7116,0.3891,62074.0,164997.0,44172.0,0.413,0.8064,0.5463,10754.0,29794.0,4411.0,41748.0,0.1749,0.4676,304,73,432,447,LR,0.21,0.21
0.21,0.2693,0.6654,0.3834,0.2713,0.6705,0.3863,62074.0,153392.0,41620.0,0.413,0.7745,0.5387,10091.0,27379.0,5074.0,44163.0,0.1749,0.4321,292,85,415,464,LR,0.21,0.23
0.21,0.2749,0.6162,0.3802,0.2771,0.6259,0.3841,62074.0,140231.0,38851.0,0.416,0.7427,0.5333,9345.0,24654.0,5820.0,46888.0,0.1749,0.3921,280,97,393,486,LR,0.21,0.25
0.21,0.2811,0.5622,0.3748,0.2823,0.5743,0.3785,62074.0,126277.0,35649.0,0.4219,0.7241,0.5332,8526.0,21805.0,6639.0,49737.0,0.1749,0.3498,273,104,374,505,LR,0.21,0.27
0.21,0.2891,0.5073,0.3683,0.29,0.5223,0.373,62074.0,111779.0,32420.0,0.4316,0.695,0.5325,7693.0,18921.0,7472.0,52621.0,0.1749,0.3069,262,115,345,534,LR,0.21,0.29
0.21,0.2973,0.4464,0.3569,0.2976,0.4632,0.3623,62074.0,96613.0,28750.0,0.4406,0.6499,0.5252,6770.0,16000.0,8395.0,55542.0,0.1749,0.2626,245,132,311,568,LR,0.21,0.31
0.21,0.305,0.3854,0.3405,0.3042,0.403,0.3467,62074.0,82230.0,25016.0,0.4573,0.5968,0.5178,5844.0,13317.0,9321.0,58225.0,0.1749,0.221,225,152,267,612,LR,0.21,0.33
0.21,0.3154,0.3245,0.3199,0.3143,0.3439,0.3284,62074.0,67929.0,21348.0,0.4743,0.5385,0.5043,4921.0,10681.0,10244.0,60861.0,0.1749,0.1799,203,174,225,654,LR,0.21,0.35
0.21,0.3262,0.266,0.2931,0.3243,0.2853,0.3035,62074.0,54612.0,17709.0,0.4974,0.4987,0.498,4034.0,8331.0,11131.0,63211.0,0.1749,0.1426,188,189,190,689,LR,0.21,0.37
0.21,0.3427,0.2134,0.263,0.3389,0.2299,0.274,62074.0,42105.0,14271.0,0.5174,0.435,0.4726,3236.0,6208.0,11929.0,65334.0,0.1749,0.1089,164,213,153,726,LR,0.21,0.39
0.23,0.228,0.9286,0.3661,0.2304,0.9242,0.3689,62074.0,248953.0,57371.0,0.3758,0.9549,0.5393,14082.0,47674.0,1083.0,23868.0,0.1749,0.7122,360,17,598,281,LR,0.23,0.05
0.23,0.2382,0.8952,0.3763,0.2407,0.8903,0.379,62074.0,229579.0,55267.0,0.3883,0.9363,0.549,13575.0,43407.0,1590.0,28135.0,0.1749,0.6572,353,24,556,323,LR,0.23,0.07
0.23,0.2447,0.8677,0.3817,0.2475,0.8629,0.3846,62074.0,216464.0,53565.0,0.4005,0.9178,0.5576,13158.0,40616.0,2007.0,30926.0,0.1749,0.6202,346,31,518,361,LR,0.23,0.09
