epoch,train_loss,best_threshold,char_f1,char_prec,char_rec,token_f1,token_prec,token_rec,token_auroc,token_pr_auc,gold_pos_rate,pred_pos_rate,epoch_time_sec,skipped_steps
1,0.27066384763691015,0.48,0.3944870321888008,0.2787063034770922,0.6748235976415247,0.3902618673799694,0.2763685279745237,0.6638311902406858,0.7058573890036839,0.3067461802033634,0.1748993737529842,0.42010448983357745,986.2329752445221,0
2,0.25824448860384946,0.37,0.40223275644441947,0.3085702481472874,0.5775364887070271,0.4004505244386043,0.3108334547573947,0.5626772172766238,0.727597754916857,0.3589170824212472,0.1748993737529842,0.3166065023585178,959.5848603248596,0
3,0.23821394199561938,0.45,0.4339112917311969,0.33974288840262584,0.6002996423623417,0.4319072697977539,0.3399197516844576,0.5921529838443785,0.7478114451580268,0.39279972628743587,0.1748993737529842,0.30468128294140034,1032.4762208461761,0
